"","X","year","released","name","company","country","rating","genre","budget","gross","Budget2017","Gross2017","Profit2017","runtime","votes","score","director","star","writer"
"67",70,1986,"1986-10-10","Deadly Friend","Warner Bros.","USA","R","Drama",0,8.988731,0,19.86509551,19.86509551,91,5419,5.5,"Wes Craven","Matthew Labyorteaux","Diana Henstell"
"68",71,1986,"1986-07-02","About Last Night...","TriStar Pictures","USA","R","Comedy",0,38.70231,0,85.5321051,85.5321051,113,12307,6.2,"Edward Zwick","Rob Lowe","David Mamet"
"69",72,1986,"1986-10-24","Soul Man","Balcor Film Investors","USA","PG-13","Comedy",0,27.82,0,61.4822,61.4822,104,6440,5.2,"Steve Miner","C. Thomas Howell","Carol Black"
"70",73,1986,"1986-08-08","One Crazy Summer","A&M; Films","USA","PG","Comedy",0,13.431806,0,29.68429126,29.68429126,93,11581,6.4,"Savage Steve Holland","John Cusack","Savage Steve Holland"
"71",74,1986,"1986-10-24","Trick or Treat","De Laurentiis Entertainment Group (DEG)","USA","R","Comedy",0,6.797218,0,15.02185178,15.02185178,98,4585,5.8,"Charles Martin Smith","Marc Price","Rhet Topham"
"72",75,1986,"1986-03-14","Gung Ho","Paramount Pictures","USA","PG-13","Comedy",18,36.61161,39.78,80.9116581,41.1316581,112,9965,6.2,"Ron Howard","Michael Keaton","Edwin Blum"
"73",76,1986,"1986-12-25","The Morning After","American Filmworks","USA","R","Crime",0,25.147055,0,55.57499155,55.57499155,103,4943,6,"Sidney Lumet","Jane Fonda","James Cresson"
"74",77,1986,"1986-03-21","Police Academy 3: Back in Training","Police Academy Productions","USA","PG","Comedy",0,43.579163,0,96.30995023,96.30995023,83,35443,5.2,"Jerry Paris","Steve Guttenberg","Neal Israel"
"75",78,1986,"1986-08-08","She's Gotta Have It","40 Acres & A Mule Filmworks","USA","R","Comedy",0.175,7.137502,0.38675,15.77387942,15.38712942,84,5257,6.6,"Spike Lee","Tracy Camilla Johns","Spike Lee"
"76",79,1986,"1986-06-27","Ruthless People","Touchstone Pictures","USA","R","Comedy",0,71.624879,0,158.29098259,158.29098259,93,22554,6.9,"Jim Abrahams","Bette Midler","Dale Launer"
"77",80,1986,"1986-04-11","Band of the Hand","Delphi V Productions","USA","R","Action",8.7,4.865912,19.227,10.75366552,-8.47333448,109,2297,6.3,"Paul Michael Glaser","Stephen Lang","Leo Garen"
"78",81,1986,"1986-11-07","52 Pick-Up","Cannon Group","USA","R","Crime",0,5.186646,0,11.46248766,11.46248766,110,3866,6.4,"John Frankenheimer","Roy Scheider","Elmore Leonard"
"79",82,1986,"1986-10-31","Children of a Lesser God","Paramount Pictures","USA","R","Drama",0,31.85308,0,70.3953068,70.3953068,119,12538,7.2,"Randa Haines","William Hurt","Mark Medoff"
"80",83,1986,"1986-08-15","Armed and Dangerous","Columbia Pictures Corporation","USA","PG-13","Action",12,15.945534,26.52,35.23963014,8.71963014,88,9040,5.6,"Mark L. Lester","John Candy","Brian Grazer"
"81",84,1986,"1986-10-30","Down by Law","Black Snake","USA","R","Comedy",1.1,1.436,2.431,3.17356,0.74256,107,39456,7.8,"Jim Jarmusch","Tom Waits","Jim Jarmusch"
"82",85,1986,"1986-02-07","F/X","Orion Pictures","USA","R","Action",10,20.603715,22.1,45.53421015,23.43421015,109,14502,6.7,"Robert Mandel","Bryan Brown","Robert T. Megginson"
"83",86,1986,"1989-08-25","The Adventures of Milo and Otis","Fuji Television Network","Japan","G","Adventure",0,13.245219,0,29.27193399,29.27193399,90,9178,7.1,"Masanori Hata","Kyôko Koizumi","Masanori Hata"
"84",87,1986,"1986-11-07","Something Wild","Religioso Primitiva","USA","R","Comedy",0,8.362969,0,18.48216149,18.48216149,114,13186,6.9,"Jonathan Demme","Jeff Daniels","E. Max Frye"
"85",88,1986,"1986-06-13","The Manhattan Project","Gladden Entertainment","USA","PG-13","Sci-Fi",18,3.9,39.78,8.619,-31.161,117,4666,6.1,"Marshall Brickman","John Lithgow","Marshall Brickman"
"86",89,1986,"1986-03-28","April Fool's Day","Paramount Pictures","USA","R","Horror",5,12.947763,11.05,28.61455623,17.56455623,89,11458,6.2,"Fred Walton","Deborah Foreman","Danilo Bach"
"87",90,1986,"1986-11-26","Solarbabies","Brooksfilms","USA","PG-13","Action",25,1.57926,55.25,3.4901646,-51.7598354,94,3397,4.8,"Alan Johnson","Richard Jordan","Walon Green"
"88",91,1986,"1987-08-28","The Big Easy","Kings Road Entertainment","USA","R","Comedy",0,17.685307,0,39.08452847,39.08452847,102,10022,6.6,"Jim McBride","Dennis Quaid","Daniel Petrie Jr."
"89",92,1986,"1986-10-10","Jumpin' Jack Flash","Lawrence Gordon Productions","USA","R","Comedy",0,25.587804,0,56.54904684,56.54904684,105,15703,5.8,"Penny Marshall","Whoopi Goldberg","David Franzoni"
"90",93,1986,"1986-07-18","Piratas","Carthago Films S.a.r.l.","France","PG-13","Adventure",40,1.641825,88.4,3.62843325,-84.77156675,121,6596,6.1,"Roman Polanski","Walter Matthau","John Brownjohn"
"91",95,1986,"1986-10-03","Tough Guys","Touchstone Pictures","USA","PG","Comedy",10,21.458229,22.1,47.42268609,25.32268609,104,5584,6.2,"Jeff Kanew","Burt Lancaster","James Orr"
"92",97,1986,"1986-01-10","Black Moon Rising","New World Pictures","USA","R","Action",0,6.637565,0,14.66901865,14.66901865,100,4045,5.4,"Harley Cokeliss","Tommy Lee Jones","John Carpenter"
"93",98,1986,"1986-01-31","The Best of Times","Cinema Group Ventures","USA","PG-13","Comedy",12,7.790931,26.52,17.21795751,-9.30204249,104,5523,5.9,"Roger Spottiswoode","Robin Williams","Ron Shelton"
"94",99,1986,"1987-03-13","Witchboard","Paragon Arts International","UK","R","Horror",2,7.369373,4.42,16.28631433,11.86631433,98,4744,5.7,"Kevin Tenney","Todd Allen","Kevin Tenney"
"95",100,1986,"1986-01-31","Down and Out in Beverly Hills","Touchstone Pictures","USA","R","Comedy",14,62.134225,30.94,137.31663725,106.37663725,103,13569,6.1,"Paul Mazursky","Nick Nolte","René Fauchois"
"96",101,1986,"1986-02-07","Lady Jane","Capital Equipment Leasing","UK","PG-13","Biography",8.5,0.277646,18.785,0.61359766,-18.17140234,136,5364,7.2,"Trevor Nunn","Helena Bonham Carter","Chris Bryant"
"97",102,1986,"1986-02-14","Quicksilver","Columbia Pictures Corporation","USA","PG","Crime",0,7.634909,0,16.87314889,16.87314889,105,3720,5.6,"Thomas Michael Donnelly","Kevin Bacon","Thomas Michael Donnelly"
"98",103,1986,"1986-06-06","My Little Pony: The Movie","Sunbow Productions","USA","G","Animation",0,5.958456,0,13.16818776,13.16818776,86,2125,6,"Mike Joens","Danny DeVito","George Arthur Bloom"
"99",104,1986,"1987-04-10","Gothic","Virgin Vision","UK","R","Horror",0,0.916172,0,2.02474012,2.02474012,87,5843,5.7,"Ken Russell","Gabriel Byrne","Lord Byron"
"100",105,1986,"1986-04-25","8 Million Ways to Die","Producers Sales Organization (PSO)","USA","R","Action",18,1.305114,39.78,2.88430194,-36.89569806,115,3607,5.7,"Hal Ashby","Jeff Bridges","Lawrence Block"
"101",106,1986,"1986-12-19","No Mercy","TriStar Pictures","USA","R","Crime",0,12.303904,0,27.19162784,27.19162784,106,5564,5.7,"Richard Pearce","Richard Gere","James Carabatsos"
"102",107,1986,"1986-07-25","Haunted Honeymoon","Orion Pictures","USA","PG","Comedy",0,8.033397,0,17.75380737,17.75380737,82,5549,5.6,"Gene Wilder","Gene Wilder","Gene Wilder"
"103",108,1986,"1986-02-14","TerrorVision","Empire Pictures","USA","R","Comedy",0,0.320256,0,0.70776576,0.70776576,83,4620,5.7,"Ted Nicolaou","Diane Franklin","Ted Nicolaou"
"104",109,1986,"1987-01-30","Allan Quatermain and the Lost City of Gold","Golan-Globus Productions","USA","PG","Action",0,3.751699,0,8.29125479,8.29125479,99,7491,4.4,"Gary Nelson","Richard Chamberlain","H. Rider Haggard"
"105",110,1986,"1986-06-13","Mona Lisa","HandMade Films","UK","R","Crime",0,5.794184,0,12.80514664,12.80514664,104,10747,7.4,"Neil Jordan","Bob Hoskins","Neil Jordan"
"106",111,1986,"1986-07-30","Nothing in Common","Delphi Films","USA","PG","Comedy",0,32.324557,0,71.43727097,71.43727097,118,5345,5.9,"Garry Marshall","Tom Hanks","Rick Podell"
"107",112,1986,"1986-11-21","Firewalker","Cannon Group","USA","PG","Action",8,11.834302,17.68,26.15380742,8.47380742,104,4752,5,"J. Lee Thompson","Chuck Norris","Robert Gosnell"
"108",113,1986,"1987-09-11","Castaway","Cannon Screen Entertainment","UK","R","Adventure",0,0.48346,0,1.0684466,1.0684466,117,2649,6,"Nicolas Roeg","Oliver Reed","Lucy Irvine"
"109",114,1986,"1986-07-18","Vamp","Amaretto Films","USA","R","Comedy",3.3,4.941117,7.293,10.91986857,3.62686857,93,3909,5.9,"Richard Wenk","Chris Makepeace","Donald P. Borchers"
"110",117,1986,"1986-05-09","Fire with Fire","Paramount Pictures","USA","PG-13","Drama",0,4.636169,0,10.24593349,10.24593349,103,1264,6.6,"Duncan Gibbins","Craig Sheffer","Bill Phillips"
"111",118,1986,"1986-07-11","Club Paradise","Warner Bros.","USA","PG-13","Comedy",15,12.308521,33.15,27.20183141,-5.94816859,96,5049,4.9,"Harold Ramis","Robin Williams","Harry Shearer"
"112",119,1986,"1986-06-20","Legal Eagles","Universal Pictures","USA","PG","Comedy",40,49.851591,88.4,110.17201611,21.77201611,116,8374,5.9,"Ivan Reitman","Robert Redford","Ivan Reitman"
"113",120,1986,"1986-10-10","Clockwise","Thorn EMI Screen Entertainment","UK","PG","Comedy",0,1.476356,0,3.26274676,3.26274676,96,9689,6.6,"Christopher Morahan","John Cleese","Michael Frayn"
"114",121,1986,"1986-08-22","Extremities","Atlantic Entertainment Group","USA","R","Drama",0,13.418091,0,29.65398111,29.65398111,89,2705,6.3,"Robert M. Young","Farrah Fawcett","William Mastrosimone"
"115",122,1986,"1986-04-18","Wise Guys","Metro-Goldwyn-Mayer (MGM)","USA","R","Comedy",13,8.475466,28.73,18.73077986,-9.99922014,100,4573,5.6,"Brian De Palma","Danny DeVito","George Gallo"
"116",123,1986,"1986-09-19","The Men's Club","Atlantic Entertainment Group","USA","R","Drama",0,2.444076,0,5.40140796,5.40140796,101,680,4.5,"Peter Medak","David Dukes","Leonard Michaels"
"117",124,1986,"1987-08-28","Jean de Florette","DD Productions","Switzerland","PG","Drama",0,4.940939,0,10.91947519,10.91947519,120,20914,8.1,"Claude Berri","Yves Montand","Claude Berri"
"118",125,1986,"1986-08-22","Reform School Girls","Balcor Film Investors","USA","R","Drama",0,2.510433,0,5.54805693,5.54805693,94,1717,5.2,"Tom DeSimone","Linda Carol","Jack Cummins"
"119",126,1986,"1987-12-04","Manon of the Spring","DD Productions","Switzerland","PG","Drama",0,3.940542,0,8.70859782,8.70859782,113,17849,8,"Claude Berri","Yves Montand","Claude Berri"
"120",127,1986,"1986-08-29","Shanghai Surprise","HandMade Films","UK","PG-13","Adventure",17,2.315683,37.57,5.11765943,-32.45234057,97,4339,3.1,"Jim Goddard","Sean Penn","John Kohn"
"121",128,1986,"1986-01-31","Power","Lorimar Productions","USA","R","Drama",16,3.8,35.36,8.398,-26.962,111,2287,5.7,"Sidney Lumet","Richard Gere","David Himmelstein"
"122",129,1986,"1986-11-07","Modern Girls","Not specified","USA","PG-13","Comedy",0,0.604849,0,1.33671629,1.33671629,84,1023,5.9,"Jerry Kramer","Daphne Zuniga","Laurie Craig"
"123",130,1986,"1987-01-23","Crimes of the Heart","De Laurentiis Entertainment Group (DEG)","USA","PG-13","Comedy",20,22.9055,44.2,50.621155,6.421155,105,3079,6.4,"Bruce Beresford","Diane Keaton","Beth Henley"
"124",131,1986,"1986-03-07","Nomads","Cinema VII","USA","R","Horror",0,2.278264,0,5.03496344,5.03496344,91,3006,5.5,"John McTiernan","Lesley-Anne Down","John McTiernan"
"125",132,1986,"1986-01-31","Eliminators","Empire Pictures","USA","PG","Action",0,4.601256,0,10.16877576,10.16877576,96,1422,4.5,"Peter Manoogian","Andrew Prine","Paul De Meo"
"126",133,1986,"1987-01-09","Meatballs III: Summer Job","TMS Pictures","Canada","R","Comedy",0,2.147228,0,4.74537388,4.74537388,96,2003,3.3,"George Mendeluk","Sally Kellerman","Janis Allen"
"127",134,1986,"1986-04-18","Murphy's Law","Golan-Globus Productions","USA","R","Action",6,9.947631,13.26,21.98426451,8.72426451,100,3561,5.9,"J. Lee Thompson","Charles Bronson","Gail Morgan Hickman"
"128",135,1986,"1986-10-10","True Stories","Edward R. Pressman Film","USA","PG","Musical",0,2.545142,0,5.62476382,5.62476382,90,3885,7,"David Byrne","David Byrne","Stephen Tobolowsky"
"129",136,1986,"1986-07-02","Under the Cherry Moon","Warner Bros.","USA","PG-13","Comedy",0,10.090429,0,22.29984809,22.29984809,98,2549,4.9,"Prince","Prince","Becky Johnston"
"130",137,1986,"1986-11-14","Every Time We Say Goodbye","Delphi V Productions","Israel","PG-13","Drama",0,0.278623,0,0.61575683,0.61575683,95,1834,5.9,"Moshé Mizrahi","Tom Hanks","Moshé Mizrahi"
"131",138,1986,"1986-04-18","Absolute Beginners","Goldcrest Films International","UK","PG-13","Drama",0,0.930211,0,2.05576631,2.05576631,108,2659,5.6,"Julien Temple","Patsy Kensit","Colin MacInnes"
"132",139,1986,"1986-10-03","'Round Midnight","Little Bear","USA","R","Drama",0,3.2726,0,7.232446,7.232446,133,4028,7.4,"Bertrand Tavernier","Dexter Gordon","David Rayfiel"
"133",140,1986,"1986-09-12","Avenging Force","Cannon Group, The","USA","R","Action",4,4.67965,8.84,10.3420265,1.5020265,104,1808,5.9,"Sam Firstenberg","Michael Dudikoff","James Booth"
"134",141,1986,"1986-08-29","Bullies","Simcom Limited","Canada","R","Action",0,2.995527,0,6.62011467,6.62011467,96,340,5.4,"Paul Lynch","Jonathan Crombie","John Sheppard"
"135",142,1986,"1988-01-29","Biggles: Adventures in Time","Compact Yellowbill","UK","PG","Adventure",0,0.112132,0,0.24781172,0.24781172,88,2243,5.8,"John Hough","Neil Dickson","W.E. Johns"
"136",143,1986,"1986-06-27","American Anthem","Lorimar Productions","USA","PG-13","Drama",0,4.845724,0,10.70905004,10.70905004,102,1284,4,"Albert Magnoli","Mitchell Gaylord","Evan Archerd"
"137",144,1986,"1986-07-25","Out of Bounds","Columbia Pictures Corporation","USA","R","Action",0,5.099316,0,11.26948836,11.26948836,93,1016,5.4,"Richard Tuggle","Anthony Michael Hall","Tony Kayden"
"138",145,1986,"1986-01-24","My Chauffeur","Crown International Pictures","USA","R","Comedy",0,4.781448,0,10.56700008,10.56700008,97,1426,5.6,"David Beaird","Deborah Foreman","David Beaird"
"139",146,1986,"1986-12-25","Brighton Beach Memoirs","Rastar Pictures","USA","PG-13","Comedy",18,11.957943,39.78,26.42705403,-13.35294597,108,2720,6.9,"Gene Saks","Blythe Danner","Neil Simon"
"140",147,1986,"1986-08-29","Summer","Ministère de la Culture et de la Communication","France","R","Drama",0,0.037455,0,0.08277555,0.08277555,98,4612,7.8,"Éric Rohmer","Marie Rivière","Marie Rivière"
"141",148,1986,"1986-03-07","The Naked Cage","Cannon Group","USA","R","Drama",0,3.136701,0,6.93210921,6.93210921,97,327,5.5,"Paul Nicholas","Shari Shattuck","Paul Nicholas"
"142",149,1986,"1986-09-19","Link","Cannon Screen Entertainment","UK","R","Horror",0,1.72045,0,3.8021945,3.8021945,100,2080,5.9,"Richard Franklin","Terence Stamp","Lee David Zlotoff"
"143",150,1986,"1986-09-26","Half Moon Street","Edward R. Pressman Film","UK","R","Thriller",0,1.131399,0,2.50039179,2.50039179,90,2157,5.4,"Bob Swaim","Sigourney Weaver","Edward Behr"
"144",151,1986,"1987-01-29","'night, Mother","Aaron Spelling Productions","USA","PG-13","Drama",0,0.441863,0,0.97651723,0.97651723,96,1840,7.6,"Tom Moore","Sissy Spacek","Marsha Norman"
"145",152,1986,"1986-08-08","A Fine Mess","Blake Edwards","USA","PG","Action",0,6.029824,0,13.32591104,13.32591104,90,1164,4.5,"Blake Edwards","Ted Danson","Blake Edwards"
"146",153,1986,"1986-09-12","Hardbodies 2","Chroma III Productions","USA","R","Comedy",0,0.078068,0,0.17253028,0.17253028,88,895,2.9,"Mark Griffiths","James Karen","Mark Griffiths"
"147",154,1986,"1986-02-06","The Assault","Fons Rademakers Produktie","Netherlands","PG","Drama",0,0.203781,0,0.45035601,0.45035601,155,2694,7.3,"Fons Rademakers","Derek de Lint","Gerard Soeteman"
"148",155,1986,"1986-11-14","Willy/Milly","Griffon Productions","USA","PG-13","Comedy",0,0.277405,0,0.61306505,0.61306505,86,323,5.7,"Paul Schneider","Pamela Adlon","Alan Friedman"
"149",156,1986,"1986-04","The Ladies Club","Heron Communications","USA","R","Drama",0,0.239073,0,0.52835133,0.52835133,85,154,5.3,"Janet Greek","Karen Austin","Casey Bishop"
"150",157,1986,"1986-10-31","Let's Get Harry","Delphi V Productions","USA","R","Action",0,0.14098,0,0.3115658,0.3115658,102,978,5.2,"Stuart Rosenberg","Michael Schoeffling","Mark Feldberg"
"151",158,1986,"1986-11-07","Tai-Pan","De Laurentiis Entertainment Group (DEG)","USA","R","Adventure",25,4.00725,55.25,8.8560225,-46.3939775,127,1340,5.5,"Daryl Duke","Bryan Brown","John Briley"
"152",159,1986,"1986-11-28","Deadtime Stories","Scary Stuff","USA","R","Comedy",0,2.750741,0,6.07913761,6.07913761,93,973,4.6,"Jeffrey Delman","Scott Valentine","Jeffrey Delman"
"153",160,1986,"1987-03-13","Heat","Escalante Productions","USA","R","Action",17,2.793214,37.57,6.17300294,-31.39699706,101,1358,5.5,"Dick Richards","Burt Reynolds","William Goldman"
"154",161,1986,"1986-08-22","Touch and Go","Kings Road Entertainment","USA","R","Comedy",0,1.25404,0,2.7714284,2.7714284,101,684,5.8,"Robert Mandel","Michael Keaton","Alan Ormsby"
"155",162,1986,"1986-01-17","The Boy in Blue","Canadian Broadcasting Corporation (CBC)","Canada","R","Biography",0,0.275,0,0.60775,0.60775,100,907,5.4,"Charles Jarrott","Nicolas Cage","Douglas Bowie"
"156",163,1986,"1986-05-16","Sweet Liberty","Universal Pictures","USA","PG","Comedy",0,14.205021,0,31.39309641,31.39309641,106,2300,5.7,"Alan Alda","Alan Alda","Alan Alda"
"157",164,1986,"1986-05-09","Killer Party","Marquis","USA","R","Comedy",0,0.681337,0,1.50575477,1.50575477,91,1265,4.7,"William Fruet","Martin Hewitt","Barney Cohen"
"158",166,1986,"1986-03-21","Care Bears Movie II: A New Generation","Nelvana","Canada","G","Animation",0,8.540346,0,18.87416466,18.87416466,76,1760,5.3,"Dale Schott","Maxine Miller","Peter Sauder"
"159",167,1986,"1986-05-02","Jo Jo Dancer, Your Life Is Calling","Columbia Pictures Corporation","USA","R","Biography",14,18.03415,30.94,39.8554715,8.9154715,97,1288,6.3,"Richard Pryor","Richard Pryor","Rocco Urbisci"
"160",168,1986,"1986-05-30","Jake Speed","Balcor Film Investors","USA","PG","Action",0,1.943751,0,4.29568971,4.29568971,100,632,5.3,"Andrew Lane","Wayne Crawford","Wayne Crawford"
"161",169,1986,"1986-08-29","Born American","Cinema Group Ventures","USA","R","Action",3.401376,3.38802,7.51704096,7.4875242,-0.0295167599999998,97,1509,4.3,"Renny Harlin","Mike Norris","Renny Harlin"
"162",170,1986,"1986-05-02","Blue City","Paramount Pictures","USA","R","Action",10,6.947787,22.1,15.35460927,-6.74539073,83,792,4.4,"Michelle Manning","Judd Nelson","Ross Macdonald"
"163",171,1986,"1986-11-05","Malcolm","Cascade Films","Australia","PG-13","Comedy",0,0.544472,0,1.20328312,1.20328312,90,1623,7.2,"Nadia Tass","Colin Friels","David Parker"
"164",172,1986,"1986-10-03","Playing for Keeps","Miramax","USA","PG-13","Comedy",0,2.669366,0,5.89929886,5.89929886,102,515,4.1,"Bob Weinstein","Daniel Jordano","Bob Weinstein"
"165",173,1986,"1987-02","Duet for One","Golan-Globus Productions","USA","R","Drama",0,0.008736,0,0.01930656,0.01930656,107,699,7,"Andrey Konchalovskiy","Julie Andrews","Tom Kempinski"
"166",174,1986,"1986-11-07","Nobody's Fool","Island Pictures","USA","PG-13","Comedy",0,0.563358,0,1.24502118,1.24502118,107,652,5.5,"Evelyn Purcell","Rosanna Arquette","Beth Henley"
"167",175,1986,"1986-08-22","The Whoopee Boys","Paramount Pictures","USA","R","Comedy",0,0.444746,0,0.98288866,0.98288866,88,639,6.2,"John Byrum","Michael O'Keefe","Steve Zacharias"
"168",176,1986,"1986-10-10","That's Life!","Blake Edwards","USA","PG-13","Comedy",0,4.079895,0,9.01656795,9.01656795,102,1032,6.1,"Blake Edwards","Jack Lemmon","Milton Wexler"
"169",177,1986,"1987-05-21","Body Slam","Hemdale","USA","PG","Comedy",0,0.014926,0,0.03298646,0.03298646,89,795,5.3,"Hal Needham","Dirk Benedict","Shel Lytton"
"170",178,1986,"1986-11-21","Defense of the Realm","Rank Organisation, The","UK","PG","Thriller",0,0.75,0,1.6575,1.6575,96,1625,6.6,"David Drury","Gabriel Byrne","Martin Stellman"
"171",179,1986,"1987-03-13","Man Facing Southeast","Cinequanon","Argentina","R","Drama",0,0.725,0,1.60225,1.60225,105,2991,7.8,"Eliseo Subiela","Lorenzo Quinteros","Eliseo Subiela"
"172",180,1986,"1986-11-14","The Decline of the American Empire","Corporation Image M & M","Canada","R","Comedy",0,1.902706,0,4.20498026,4.20498026,101,6622,7.3,"Denys Arcand","Dominique Michel","Denys Arcand"
"173",181,1986,"1986-04-25","Violets Are Blue...","Rastar Films","USA","PG-13","Drama",0,4.743287,0,10.48266427,10.48266427,88,553,5.7,"Jack Fisk","Sissy Spacek","Naomi Foner"
"174",182,1986,"1987-07-10","The Whistle Blower","Portreeve","UK","PG","Thriller",0,1.5,0,3.315,3.315,100,1672,6.2,"Simon Langton","Michael Caine","Julian Bond"
"175",183,1986,"1986-12-12","Native Son","American Playhouse","USA","PG","Drama",2,1.301121,4.42,2.87547741,-1.54452259,111,448,5.9,"Jerrold Freedman","Victor Love","Richard Wesley"
"176",184,1986,"1986-04-18","Desert Bloom","Carson Productions","USA","PG","Drama",0,0.416393,0,0.92022853,0.92022853,105,821,6.6,"Eugene Corr","Jon Voight","Linda Remy"
"177",187,1986,"1986-09-05","Oviri","Caméras Continentales","Denmark","R","Biography",0,0.5838,0,1.290198,1.290198,100,275,6.2,"Henning Carlsen","Donald Sutherland","Henning Carlsen"
"178",188,1986,"1986-05-09","In the Shadow of Kilimanjaro","Film Corporation of Kenya","UK","R","Action",0,0.18141,0,0.4009161,0.4009161,100,310,5.1,"Raju Patel","John Rhys-Davies","T. Michael Harry"
"179",189,1986,"1987-03-13","Kangaroo","Cineplex-Odeon Films","Australia","R","Drama",0,0.432266,0,0.95530786,0.95530786,108,156,6.7,"Tim Burstall","Colin Friels","Evan Jones"
"180",190,1986,"1986-05-09","Dangerously Close","Cannon Group","USA","R","Action",0,2.390525,0,5.28306025,5.28306025,95,935,6.6,"Albert Pyun","John Stockwell","Scott Fields"
"181",191,1986,"1986-11-26","Nutcracker","Hyperion Pictures","USA","G","Family",0,0.781727,0,1.72761667,1.72761667,100,578,7.2,"Carroll Ballard","Hugh Bigney","Kent Stowell"
"182",192,1986,"1986-03-28","Ginger and Fred","Produzioni Europee Associate (PEA)","Italy","PG-13","Comedy",0,0.837623,0,1.85114683,1.85114683,125,3859,7.3,"Federico Fellini","Marcello Mastroianni","Federico Fellini"
"183",193,1986,"1986-04-02","Dream Lover","Metro-Goldwyn-Mayer (MGM)","USA","R","Crime",0,0.502237,0,1.10994377,1.10994377,104,405,5.1,"Alan J. Pakula","Kristy McNichol","Jon Boorstin"
"184",194,1986,"1986-03-21","Just Between Friends","MTM Enterprises","USA","PG-13","Drama",0,6.408791,0,14.16342811,14.16342811,110,629,5.9,"Allan Burns","Mary Tyler Moore","Allan Burns"
"185",195,1986,"1986-05-30","Thunder Run","Lynn-Davis Productions","USA","PG-13","Action",0,0.145975,0,0.32260475,0.32260475,90,218,5.1,"Gary Hudson","Forrest Tucker","Charles Davis"
"186",196,1986,"1986-01-17","The Longshot","Longshot","USA","PG-13","Comedy",0,1.096843,0,2.42402303,2.42402303,89,457,5.4,"Paul Bartel","Tim Conway","Tim Conway"
"187",197,1986,"1986-04-11","Off Beat","Silver Screen Partners II","USA","PG","Comedy",0,4.842778,0,10.70253938,10.70253938,92,748,5,"Michael Dinner","Judge Reinhold","Dezsö Magyar"
"188",198,1986,"1986-11-14","Streets of Gold","Roundhouse","USA","R","Drama",0,2.520664,0,5.57066744,5.57066744,95,505,6,"Joe Roth","Klaus Maria Brandauer","Dezsö Magyar"
"189",199,1986,"1986-10","Weekend Warriors","Convy-Fimberg Productions","USA","R","Action",0,0.351623,0,0.77708683,0.77708683,100,237,4.4,"Bert Convy","Chris Lemmon","Bruce Belland"
"190",200,1986,"1986-10-31","Sky Bandits","J&M; Entertainment","UK","PG","Action",18,2.2955,39.78,5.073055,-34.706945,100,183,4.6,"Zoran Perisic","Scott McGinnis","Thom Keyes"
"191",201,1986,"1986-10-03","Armed Response","Cinetel Films","USA","R","Action",1.5,1.368912,3.315,3.02529552,-0.28970448,86,489,4.9,"Fred Olen Ray","David Carradine","T.L. Lankford"
"192",202,1986,"1986-09-12","Otello","Cannon City Produktie Maatschappij B.V.","Netherlands","PG","Drama",0,0.189042,0,0.41778282,0.41778282,100,424,7.2,"Franco Zeffirelli","Plácido Domingo","Arrigo Boito"
"193",203,1986,"1986-05-02","On the Edge","Alliance Communications Corporation","USA","PG-13","Drama",0,0.440438,0,0.97336798,0.97336798,95,171,7.1,"Rob Nilsson","Bruce Dern","Roy Kissin"
"194",204,1986,"1986-04","Low Blow","Action Communications","USA","R","Action",0,0.06386,0,0.1411306,0.1411306,100,256,3.5,"Frank Harris","Leo Fong","Leo Fong"
"195",205,1986,"1986-06-13","Belizaire the Cajun","Cote Blanche Productions","USA","PG","Drama",0,1.444618,0,3.19260578,3.19260578,103,391,6.4,"Glen Pitre","Armand Assante","Glen Pitre"
"196",206,1986,"1986-08-15","A Man and a Woman: 20 Years Later","Les Films 13","France","PG","Drama",0,0.22751,0,0.5027971,0.5027971,112,496,5.8,"Claude Lelouch","Anouk Aimée","Claude Lelouch"
"197",207,1986,"1986-11-07","Quiet Cool","New Line Cinema","USA","R","Action",0,1.9,0,4.199,4.199,100,542,5.7,"Clay Borris","James Remar","Clay Borris"
"198",208,1986,"1986-04-04","Behind Enemy Lines","Not specified","USA","R","Action",0,2.497233,0,5.51888493,5.51888493,90,368,4.9,"Gideon Amir","David Carradine","Malcolm Barbour"
"199",209,1986,"1986-11-14","Wired to Kill","Not specified","USA","R","Action",0,0.193153,0,0.42686813,0.42686813,86,163,4.2,"Francis Schaeffer","Emily Longstreth","Francis Schaeffer"
"200",210,1986,"1986-10","The Fringe Dwellers","Fringe Dwellers Productions","Australia","PG","Drama",0,0.14944,0,0.3302624,0.3302624,98,305,6.7,"Bruce Beresford","Kristina Nehm","Bruce Beresford"
"201",212,1986,"1986-03-21","GoBots: Battle of the Rock Lords","Hanna-Barbera Productions","USA","G","Animation",0,1.338264,0,2.95756344,2.95756344,75,397,5.8,"Don Lusk","Margot Kidder","Jeff Segal"
"202",213,1986,"1987-03-13","The Gospel According to Vic","Channel Four Films","UK","PG","Comedy",0,0.267249,0,0.59062029,0.59062029,92,227,6.1,"Charles Gormley","Tom Conti","Charles Gormley"
"203",214,1986,"1986-02-14","Knights of the City","Grace","USA","R","Action",0,0.601451,0,1.32920671,1.32920671,87,103,4.8,"Dominic Orlando","Leon Isaac Kennedy","Leon Isaac Kennedy"
